5.491538635667668089e+00,3.020425401634692086e+00
5.192425041895130988e+00,2.661763607958108846e+00
5.062731257095320458e+00,2.754778592109125679e+00
5.081425856706103694e+00,2.585884081316814687e+00
5.456486261397449411e+00,3.047434169051506547e+00
6.060555511320892208e+00,3.108862588581059239e+00
5.148025367819519360e+00,2.738632354315105211e+00
5.450644199019079039e+00,2.890528340159770782e+00
4.820869874630808738e+00,2.443082306319139363e+00
5.256687728057199749e+00,2.744832094108510923e+00
5.819862541332054384e+00,3.195172599002726876e+00
5.374697388100270423e+00,2.787640046101663494e+00
5.096615218889865240e+00,2.692929931268367216e+00
4.579008492166295241e+00,2.650195167368738947e+00
6.010313774866911984e+00,3.616809205797850257e+00
6.308258956163774300e+00,3.577464703262780432e+00
5.822199366283402178e+00,3.264852385850615768e+00
5.519580535083843387e+00,2.957313655954074250e+00
6.203101833353116490e+00,3.208856411585581547e+00
5.677316219299829214e+00,3.095178775998204568e+00
5.840893965894185413e+00,2.940315131006429716e+00
5.672642569397133627e+00,2.973112840530413692e+00
4.947058422003596689e+00,3.075642276839626099e+00
5.689000344056569070e+00,2.596189437066324768e+00
5.553464496878388168e+00,2.670647698149495763e+00
5.379371038002966898e+00,2.615714131693689382e+00
5.566317034110801920e+00,2.725307399481145865e+00
5.618895595516130825e+00,3.013373374687661865e+00
5.526591009937886767e+00,2.993416634217878070e+00
5.241498365873438203e+00,2.637786244156957949e+00
5.276550740143656881e+00,2.610777476740143932e+00
5.777799692207791438e+00,2.892086538279971641e+00
5.787146992013182611e+00,3.430210259091318825e+00
5.991619175256127861e+00,3.560886419626340782e+00
5.256687728057199749e+00,2.744832094108510923e+00
5.206445991603218637e+00,2.889612308537592433e+00
5.703021293764656718e+00,3.187204540433517863e+00
5.256687728057199749e+00,2.744832094108510923e+00
4.793996387690307337e+00,2.541033945423702090e+00
5.518412122608168602e+00,2.922473762530129804e+00
5.392223575235380650e+00,2.964365682901104471e+00
4.660797365463473341e+00,2.097188293603231113e+00
4.859427486328049994e+00,2.658942324998048168e+00
5.655116382262024288e+00,2.658038097907082786e+00
5.943714263753495430e+00,2.876077233048030202e+00
5.152699017722215835e+00,2.566706439907131543e+00
5.708863356143027090e+00,3.119293072361433161e+00
5.054552369765602293e+00,2.683835720421376969e+00
5.752094617742963933e+00,3.163227176632367854e+00
5.358339613440834981e+00,2.870571599689986986e+00
8.983923525457170101e+00,1.406269081668741094e+00
8.486179810820058123e+00,1.229479700400745834e+00
9.030660024484127746e+00,1.174262825195812709e+00
7.227799574519190529e+00,7.325939289311369507e-01
8.482674573393035544e+00,9.866109143050236785e-01
7.824858349588589945e+00,8.962684760207753065e-01
8.598347408484759313e+00,1.115381823502163527e+00
